wavelength,flux
6611.229305000001,15899347500.0
6611.233676000001,15896132999.999998
6611.238047000001,15892119100.0
6611.242418000001,15887465500.0
6611.246789000001,15881692700.0
6611.2511589999995,15875120400.0
6611.255529999999,15867268900.0
6611.259900999999,15858138200.0
6611.264271999999,15847408500.0
6611.268642999999,15834919900.0
6611.273013999999,15820672400.0
6611.277384999999,15803866600.0
6611.281755999999,15784662400.0
6611.286126999999,15762579900.0
6611.290497999999,15736979700.0
6611.294868,15707701999.999998
6611.299239,15674266800.0
6611.30361,15636194699.999998
6611.307981,15593165800.0
6611.312352,15544860400.0
6611.316723,15491118400.0
6611.321094,15431780200.0
6611.325465,15367165400.0
6611.329836,15297753900.0
6611.334207,15224345000.0
6611.338578,15147738400.0
6611.342949,15069852700.0
6611.34732,14992127099.999998
6611.351691,14916800100.0
6611.356062,14845790400.0
6611.360433,14781176800.0
6611.364804,14725357700.0
6611.369175,14679772000.0
6611.373546,14646178600.0
6611.377917,14625217100.0
6611.382288,14617686900.0
6611.386659,14623428100.0
6611.39103,14641960900.0
6611.395401,14672325900.0
6611.399772,14712764200.0
6611.404143,14761357200.0
6611.408514,14816026000.0
6611.412885,14874212400.0
6611.417257000001,14933358100.0
6611.421628,14991064600.0
6611.425999000001,15045093400.0
6611.43037,15093525800.0
6611.434741000001,15134922700.0
6611.439112,15168165000.0
6611.443483000001,15192773000.0
6611.447854,15208266900.0
6611.452225000001,15215286600.0
6611.456596,15214471400.0
6611.460968,15206620900.0
6611.465339,15193334100.0
6611.46971,15175890200.0
6611.474081,15156047800.000002
6611.478452,15135725900.000002
6611.482823,15116363300.0
6611.487195,15099878800.0
6611.491566,15087551600.0
6611.495937,15080660600.0
6611.500308,15080165400.0
6611.504679,15086865300.0
6611.509051000001,15100760200.0
6611.513422,15122170000.0
6611.517793000001,15150615000.0
6611.522164,15185455500.0
6611.526535000001,15225892100.0
6611.530907,15270645700.0
6611.535278,15318756899.999998
6611.539649,15368946500.0
6611.54402,15419775700.0
6611.548392,15470124999.999998
6611.552763,15518715400.0
6611.557134,15565067300.0
6611.561505,15608061400.0
6611.565877000001,15647218100.0
6611.570248,15682377500.0
6611.574619000001,15713219900.0
6611.578991,15739745100.0
6611.583362,15762273200.000002
6611.587733,15780803900.0
6611.592104,15795657200.0
6611.596476,15807312700.0
6611.600847,15816090200.0
6611.605218,15822469400.000002
6611.60959,15826770100.0
6611.613961000001,15829471799.999998
6611.618332,15830734600.0
6611.622704,15831357800.000002
6611.627075,15831181600.0
6611.631447,15831005300.0
6611.635818,15830669200.0
6611.640189,15830812800.0
6611.644561000001,15831276100.0
6611.648932,15832379000.0
6611.653303000001,15834281300.0
6611.657675,15836983000.0
6611.662046,15840484100.0
6611.666418,15844784700.0
6611.670789,15849884600.0
6611.675160999999,15855624100.0
6611.679532,15862003200.000002
6611.683903000001,15868701900.0
6611.688275,15875880400.0
6611.692646,15883218700.0
6611.697018,15890556900.0
6611.701389,15897895200.0
6611.705760999999,15905073600.0
6611.710131999999,15911932100.0
6611.7145040000005,15918311100.0
6611.7188750000005,15924530100.0
6611.723247,15930109600.0
6611.727618,15935209400.000002
6611.731989999999,15939989400.0
6611.736360999999,15944129900.0
6611.740733000001,15947950600.0
6611.7451040000005,15951291700.000002
6611.749476,15954313000.0
6611.753847,15956854600.000002
6611.758218999999,15959076500.0
6611.762589999999,15961138500.0
6611.766962000001,15962880700.0
6611.771333000001,15964303200.0
6611.775705,15965565799.999998
6611.780076,15966668500.0
6611.784447999999,15967611300.0
6611.788820000001,15968554100.0
6611.793191000001,15969177100.0
6611.797563,15969800200.0
6611.801934,15970263300.0
6611.8063059999995,15970726500.0
6611.8106769999995,15971189600.0
6611.815049000001,15971492900.0
6611.819421,15971796200.0
6611.823792,15972099500.000002
6611.828164,15972402700.0
6611.832536,15972546100.0
6611.836907000001,15972689500.0
6611.841279,15972832900.0
6611.84565,15972976300.0
6611.850022,15973119700.0
6611.854394,15973263100.0
6611.858764999999,15973406500.0
6611.863137,15973390000.0
6611.867509,15973533400.0
6611.87188,15973676800.0
6611.876252,15973660300.000002
6611.880624,15973803700.0
6611.884996,15973787200.0
6611.889367,15973770700.0
6611.893738999999,15973914100.0
6611.898111,15973897600.0
6611.902482,15973881200.0
6611.906854,15974024500.0
6611.911226,15974008099.999998
6611.9155980000005,15973991600.0
6611.9199690000005,15973975100.0
6611.924341,15973958600.0
6611.928712999999,15974101999.999998
6611.933085,15974085500.0
6611.937456000001,15974069000.0
6611.941828,15974052500.0
6611.9462,15974036000.0
6611.950572,15974019600.0
6611.954944,15974162999.999998
6611.959315,15974146500.0
6611.9636869999995,15974130000.0
6611.968059,15974113500.0
6611.972431,15974097000.0
6611.976803,15974080500.0
6611.9811740000005,15974063999.999998
6611.985546,15974047500.0
6611.989918,15974031099.999998
6611.994290000001,15974014600.0
6611.998662,15973998100.0
6612.003034,15973981600.0
6612.007405,15974124999.999998
6612.011777,15974108500.0
6612.016149,15974092000.0
6612.0205209999995,15974075500.0
6612.024893,15974059100.0
6612.029265,15974042600.0
6612.0336369999995,15974026100.0
6612.038009,15974009600.0
6612.042381,15973993100.0
6612.046753,15973976600.0
6612.051124,15973960200.0
6612.055496000001,15973943700.0
6612.059868,15973927200.0
6612.06424,15973910700.0
6612.068612000001,15973894200.0
6612.072984,15973877800.0
6612.077356,15973861300.0
6612.081728000001,15973844800.000002
6612.0861,15973828300.0
6612.090472,15973811800.0
6612.094843999999,15973635500.0
6612.0992160000005,15973618999.999998
6612.103588,15973602500.0
6612.107959999999,15973586000.0
6612.112332000001,15973569600.0
6612.116704,15973553100.0
6612.121075999999,15973536600.0
6612.125448000001,15973520100.0
6612.12982,15973503600.0
6612.1341919999995,15973487099.999998
6612.138564000001,15973470700.0
6612.142936,15973294300.0
6612.147308,15973277800.0
6612.151679999999,15973261299.999998
6612.156052,15973244900.000002
6612.160424,15973228400.0
6612.164795999999,15973211900.0
6612.169168,15973195400.0
6612.173541,15973019100.000002
6612.177913,15973002600.0
6612.182285,15972986100.0
6612.186657,15972969600.0
6612.1910290000005,15972953100.0
6612.195401,15972776800.0
6612.199773,15972760300.0
6612.204145,15972743800.0
6612.208517,15972567499.999998
6612.21289,15972551000.0
6612.217262,15972534500.0
6612.2216339999995,15972518000.0
6612.226006,15972341699.999998
6612.230378,15972325200.0
6612.23475,15972148900.0
6612.239122,15972132400.0
6612.243495000001,15971956000.0
6612.247867,15971939600.0
6612.2522389999995,15971763200.0
6612.256611000001,15971746700.0
6612.260983,15971570400.0
6612.265356,15971553900.0
6612.269728,15971377600.0
6612.2741,15971201200.0
6612.278472,15971184700.0
6612.282844,15971008400.0
6612.287217000001,15970832100.0
6612.291589,15970655700.0
6612.295961,15970479400.0
6612.300332999999,15970302999.999998
6612.304706,15970126700.0
6612.309077999999,15969950400.0
6612.313450000001,15969774000.000002
6612.317822,15969437800.0
6612.322195000001,15969261500.0
6612.326567,15968925300.0
6612.3309389999995,15968748900.0
6612.335312,15968412700.0
6612.339684,15968076500.0
6612.344056,15967740300.0
6612.348428,15967404100.0
6612.352800999999,15966908100.0
6612.357173,15966571900.0
6612.361545,15966075800.0
6612.365918,15965579800.0
6612.37029,15965083700.0
6612.374662,15964427800.0
6612.379035,15963771899.999998
6612.383406999999,15963116000.0
6612.38778,15962300200.0
6612.392152,15961484500.0
6612.396524,15960668700.0
6612.4008969999995,15959693100.0
6612.405269,15958717500.0
6612.409641,15957581999.999998
6612.414014,15956286700.0
6612.418386,15954991400.0
6612.422759,15953536200.0
6612.4271309999995,15951921200.000002
6612.431504,15950146300.000002
6612.435876,15948211600.0
6612.440248000001,15946117000.0
6612.444621,15943862499.999998
6612.448993,15941448300.0
6612.453366,15938714300.0
6612.457738000001,15935820400.0
6612.462111,15932766700.0
6612.466482999999,15929393300.000002
6612.470856,15925700200.0
6612.475227999999,15921847300.0
6612.479601,15917514800.000002
6612.483972999999,15913022500.0
6612.488346,15908210400.0
6612.4927179999995,15903238500.0
6612.497091,15897787100.0
6612.501463,15892175800.0
6612.505836,15886404700.0
6612.510208,15880313900.0
6612.514581,15874063200.0
6612.518953,15867652699.999998
6612.523326,15861242200.0
6612.527698,15854831700.0
6612.5320710000005,15848261400.000002
6612.536443,15842010800.0
6612.540816,15835760300.0
6612.545189,15829829400.0
6612.549561,15824218200.0
6612.553934,15818926800.0
6612.558306,15814274800.000002
6612.562679000001,15809942500.0
6612.567051,15806249600.0
6612.571424,15803196100.000002
6612.5757969999995,15800941900.0
6612.580169000001,15799167200.0
6612.584542,15798351700.0
6612.588915,15798175500.0
6612.593287,15798638800.0
6612.59766,15800061100.0
6612.602032,15802122900.0
6612.606405,15804824000.0
6612.610777999999,15808164600.0
6612.6151500000005,15812144500.0
6612.619522999999,15816604000.0
6612.623896,15821702800.0
6612.628269000001,15827121300.0
6612.632641,15832859600.0
6612.637014,15838917500.0
6612.641387,15845295100.0
6612.645758999999,15851672700.0
6612.650132,15858050200.0
6612.654505,15864587600.0
6612.658877,15870965200.0
6612.6632500000005,15877182900.0
6612.667622999999,15883240700.0
6612.671996,15889298500.0
6612.676368,15894876700.0
6612.680741,15900295100.0
6612.685114,15905553700.0
6612.689487,15910492500.0
6612.693859,15915111600.0
6612.698232000001,15919411100.0
6612.7026049999995,15923390800.0
6612.706978,15927050800.0
6612.711351,15930551000.0
6612.715723,15933891300.0
6612.720096000001,15936752100.0
6612.724469,15939612900.0
6612.728842,15941994100.0
6612.733214999999,15944375300.0
6612.7375870000005,15946436799.999998
6612.741959999999,15948498400.0
6612.746333,15950240200.000002
6612.750706000001,15951822200.0
6612.755079,15953404200.0
6612.759452,15954826300.0
6612.763825,15956088600.0
6612.768197,15957191000.0
6612.772569999999,15958293500.0
6612.776943,15959236100.0
6612.7813160000005,15960018800.0
6612.785689,15960961400.0
6612.790062,15961584300.0
6612.794435,15962367000.0
6612.798808,15962989900.0
6612.803181,15963612800.0
6612.807553000001,15964075900.000002
6612.811926,15964539000.0
6612.816299,15965002000.0
6612.820672,15965465100.0
6612.825045,15965768300.0
6612.829418,15966231300.0
6612.833791000001,15966534500.0
6612.838164,15966837700.0
6612.842537,15967140900.0
6612.846909999999,15967444099.999998
6612.851283,15967587500.0
6612.855656000001,15967890700.0
6612.8600289999995,15968034100.0
6612.864402,15968177400.000002
6612.868774999999,15968480599.999998
6612.873148,15968624000.0
6612.877521,15968767400.0
6612.881894,15968910700.0
6612.886267,15969054100.0
6612.8906400000005,15969197500.0
6612.895012999999,15969340800.0
6612.899386,15969484200.0
6612.903759,15969467700.0
6612.9081320000005,15969611100.0
6612.912505,15969754400.0
6612.916878,15969738000.0
6612.921251,15969881300.0
6612.9256239999995,15970024700.0
6612.929998,15970008200.000002
6612.934371,15970151600.0
6612.938744000001,15970135100.0
6612.943117,15970278500.0
6612.9474900000005,15970262000.0
6612.951862999999,15970405400.0
6612.956236,15970388900.000002
6612.960609000001,15970372400.0
6612.9649819999995,15970515800.0
6612.969356,15970499300.0
6612.973729,15970482800.000002
6612.978101999999,15970466300.0
6612.982475,15970609700.0
6612.9868480000005,15970593200.0
6612.991221,15970576700.000002
6612.995594,15970560300.0
6612.999968,15970543800.000002
6613.004341,15970367500.0
6613.008714,15970351000.0
6613.013087,15970174700.0
6613.01746,15970158200.0
6613.021834,15969981900.0
6613.026207000001,15969645800.0
6613.03058,15969469500.0
6613.034953,15968973500.000002
6613.039326,15968637300.0
6613.043699999999,15968141400.0
6613.048073,15967485600.0
6613.052446000001,15966669899.999998
6613.056818999999,15965854300.0
6613.061193,15964719000.0
6613.065566,15963423900.0
6613.069938999999,15962128700.0
6613.074312,15960354100.0
6613.078686,15958579500.0
6613.0830590000005,15956485199.999998
6613.087432,15954231100.0
6613.091806,15951657300.0
6613.096179,15948923800.000002
6613.100552,15945870499.999998
6613.104926,15942817300.0
6613.109299,15939444400.0
6613.1136719999995,15935911700.0
6613.118046,15932378900.0
6613.122419,15928686400.0
6613.126792000001,15925153700.000002
6613.131165999999,15921461200.0
6613.135539,15918088300.0
6613.139912000001,15914715500.0
6613.144286000001,15911502500.000002
6613.1486589999995,15908609100.0
6613.153032,15905875599.999998
6613.157406,15903461800.0
6613.161779,15901367600.0
6613.166153,15899593100.0
6613.170526,15898138200.0
6613.174899000001,15896843200.0
6613.179273,15896027700.0
6613.1836459999995,15895212100.0
6613.18802,15894716200.0
6613.192393,15894380200.0
6613.196766,15894044100.0
6613.20114,15893867900.0
6613.205513000001,15893691700.000002
6613.209887000001,15893515400.0
6613.21426,15893339200.0
6613.218634,15893162999.999998
6613.2230070000005,15893146600.000002
6613.227381000001,15892970400.0
6613.2317539999995,15892954000.0
6613.236128,15892937600.000002
6613.240501,15893081000.0
6613.244875,15893544100.000002
6613.249248,15894007200.0
6613.253622,15894949700.0
6613.257995,15896052100.0
6613.262369,15897474100.0
6613.266742,15899215800.0
6613.271116,15901277100.0
6613.275489,15903817900.0
6613.279863,15906518500.0
6613.2842359999995,15909698600.0
6613.28861,15913038500.0
6613.292983,15916538200.000002
6613.297357,15920197700.0
6613.3017310000005,15924017000.0
6613.306103999999,15927836400.0
6613.310477999999,15931655700.0
6613.314851,15935474999.999998
6613.319225,15939134500.0
6613.323599,15942634100.0
6613.327971999999,15945814100.0
6613.332345999999,15948994100.0
6613.336719,15951854500.0
6613.341093,15954395200.0
6613.345467,15956776100.0
6613.34984,15958837300.0
6613.354214,15960738699.999998
6613.358588,15962320400.0
6613.362961000001,15963742400.0
6613.367335000001,15964844600.000002
6613.371709000001,15965946900.0
6613.376082,15966729500.0
6613.380456,15967512200.0
6613.38483,15968135000.000002
6613.389203000001,15968598000.0
6613.393577000001,15968901100.0
6613.397950999999,15969204300.0
6613.402324,15969507500.0
6613.406698,15969650800.0
6613.411072,15969954000.0
6613.415446,15969937500.0
6613.419819,15970080900.000002
6613.424193,15970224200.0
6613.428567,15970207700.0
6613.432941,15970191300.0
6613.437314000001,15970334600.0
6613.441688000001,15970318100.0
6613.446062000001,15970301700.0
6613.450436000001,15970285200.0
6613.454809,15970268700.000002
6613.459183,15970252200.0
6613.463557,15970235800.000002
6613.467931,15970219300.0
6613.472303999999,15970202800.0
6613.476677999999,15970186300.0
6613.481051999999,15970169900.0
6613.485425999999,15970153400.0
6613.489799999999,15970136900.0
6613.4941739999995,15970120400.0
6613.498547,15970104000.0
6613.502921,15970087500.0
6613.507295,15970070999.999998
6613.5116689999995,15970054500.0
6613.516043,15970038100.0
6613.520417,15970021600.0
6613.524791,15970005100.0
6613.5291640000005,15969988600.0
6613.533538000001,15969972200.0
6613.537912000001,15969955700.0
6613.542286000001,15969939200.0
6613.54666,15969922700.000002
6613.551034,15969906300.0
6613.555408,15969889799.999998
6613.559782,15969873300.0
6613.564156,15969697000.0
6613.5685300000005,15969680600.0
6613.572903,15969664100.0
6613.577277,15969647600.0
6613.5816509999995,15969471300.0
6613.586025,15969454800.0
6613.590399,15969278600.0
6613.594773,15969102300.0
6613.599147,15968926000.000002
6613.603521,15968749700.0
6613.607895,15968573399.999998
6613.612269,15968397100.0
6613.616643,15968061000.0
6613.621017,15967565100.0
6613.6253910000005,15967069200.0
6613.629765,15966573300.0
6613.634139,15965917600.0
6613.638513,15965102100.0
6613.642887,15963966900.0
6613.647261,15962831800.0
6613.651635,15961377000.000002
6613.656009,15959762500.000002
6613.660383,15957668500.0
6613.6647570000005,15955414700.0
6613.669131000001,15952681400.0
6613.673505000001,15949468800.0
6613.67788,15945936500.0
6613.682254,15941765000.000002
6613.686628,15937114100.0
6613.6910020000005,15932143600.0
6613.695376,15926533900.0
6613.69975,15920444700.0
6613.704124,15914036000.0
6613.708498,15907307600.0
6613.712872,15900259600.0
6613.717246,15893211700.0
6613.721621,15886163700.0
6613.725995,15879435400.0
6613.730369,15873026800.0
6613.734743,15867097500.0
6613.739117,15861807500.0
6613.743491,15857476399.999998
6613.747865,15853944300.0
6613.75224,15851690600.0
6613.756614,15850395799.999998
6613.760988,15850379400.0
6613.765362,15851481700.0
6613.769736,15853702700.0
6613.774111000001,15856882400.0
6613.778485000001,15861180800.000002
6613.782859000001,15866118400.0
6613.787233000001,15871695300.0
6613.791607000001,15877911300.0
6613.795982000001,15884446900.0
6613.800356000001,15890982500.0
6613.804730000001,15897677900.0
6613.809104,15904053700.0
6613.813479,15910269700.0
6613.8178530000005,15916166000.0
6613.822227000001,15921582900.0
6613.826601,15926360600.0
6613.830976,15930658900.000002
6613.83535,15934477700.0
6613.8397239999995,15937497599.999998
6613.844099,15940038000.0
6613.848473,15942099000.0
6613.852847,15943520700.0
6613.857220999999,15944303300.0
6613.861596000001,15944606500.0
6613.865970000001,15944430200.0
6613.870343999999,15943774600.0
6613.874719,15942639500.0
6613.8790930000005,15940865200.0
6613.883467000001,15938611600.000002
6613.887842,15935718699.999998
6613.892216,15932346400.0
6613.89659,15928175200.000002
6613.900965000001,15923204900.0
6613.905339000001,15917595500.0
6613.909714,15911027200.0
6613.914088,15903500200.0
6613.9184620000005,15895014400.0
6613.922837,15885250200.0
6613.927211,15874367400.0
6613.931586,15862046400.0
6613.93596,15848447100.0
6613.940334,15833409600.0
6613.944708999999,15816934000.0
6613.9490829999995,15799179900.0
6613.953458,15780147600.0
6613.957832,15759996600.0
6613.962207,15738887000.0
6613.966581,15717297900.0
6613.970955,15695389400.0
6613.975329999999,15673480800.0
6613.979703999999,15652371300.0
6613.984079000001,15632220600.0
6613.988453,15613508200.0
6613.992828,15596713400.0
6613.9972020000005,15582475300.0
6614.001577,15570953800.0
6614.005951,15562628300.000002
6614.010326,15557498800.0
6614.0147,15555884800.0
6614.019075,15557626500.0
6614.023449,15563043500.0
6614.027824,15571656500.0
6614.032198,15583305500.0
6614.036572999999,15597830800.000002
6614.040948000001,15614593300.0
6614.045322,15633433100.0
6614.049697,15653710900.0
6614.0540710000005,15674947600.0
6614.058446,15696823300.0
6614.06282,15718699000.0
6614.067195,15740255100.0
6614.07157,15761171900.0
6614.075944,15781289700.0
6614.080319,15800289000.0
6614.084693,15818009800.0
6614.089067999999,15834452300.0
6614.093443000001,15849296700.0
6614.097817000001,15862862800.0
6614.102192,15875150600.0
6614.106567,15886159900.0
6614.110941,15895890900.0
6614.115315999999,15904503300.0
6614.1196899999995,15911997200.0
6614.124065,15918692000.0
6614.1284399999995,15924587900.0
6614.132814,15929844600.0
6614.137189000001,15934302400.0
6614.1415640000005,15938280700.0
6614.145939,15941619900.0
6614.150313,15944639500.0
6614.154688,15947179700.0
6614.159062999999,15949560200.0
6614.163436999999,15951621000.0
6614.167812,15953362200.0
6614.172187,15954783900.0
6614.176562000001,15956205500.0
6614.180936000001,15957467400.0
6614.185311,15958409700.0
6614.189686,15959352000.0
6614.194060999999,15960294200.0
6614.198434999999,15960916900.0
6614.202810000001,15961539600.0
6614.207185,15962162300.0
6614.21156,15962625200.0
6614.215934,15963088200.0
6614.220309,15963551100.0
6614.224684,15963854200.0
6614.229059,15964317100.0
6614.233434,15964620200.0
6614.237808,15964763500.000002
6614.242183,15965066600.0
6614.246558,15965209900.0
6614.250932999999,15965513000.0
6614.255308000001,15965656399.999998
6614.259682000001,15965799700.0
6614.264057,15965943000.0
6614.268432,15966086300.0
6614.272806999999,15966229700.0
6614.277182,15966373000.0
6614.281557,15966356500.0
6614.285932000001,15966499800.0
6614.290307,15966643100.0
6614.294681,15966626700.0
6614.299056,15966769999.999998
6614.303430999999,15966753500.0
6614.307806000001,15966896900.0
6614.312181,15966880400.0
6614.316556,15966863899.999998
6614.320931,15967007200.0
6614.325306,15966990800.0
6614.329681,15966974300.0
6614.334056,15967117600.0
6614.338431,15967101100.0
6614.342806,15967084700.0
6614.347181000001,15967228000.0
6614.351554999999,15967211500.0
6614.355930000001,15967195100.0
6614.360305,15967178600.0
6614.36468,15967162100.0
6614.369054999999,15967305400.0
6614.373430000001,15967289000.0
6614.377805,15967272500.0
6614.3821800000005,15967256000.0
6614.386555,15967239600.0
6614.39093,15967223100.0
6614.395305,15967366400.0
6614.39968,15967349900.0
6614.404055,15967333500.0
6614.408431000001,15967317000.0
6614.412806,15967300499.999998
6614.417181,15967284100.000002
6614.421555999999,15967267600.0
6614.425931,15967251100.0
6614.430306,15967234700.0
6614.434681000001,15967218200.0
6614.439056,15967361500.0
6614.443431,15967345000.0
6614.447805999999,15967328600.0
6614.452181000001,15967312100.0
6614.456556,15967295600.0
6614.460931,15967279200.0
6614.465307,15967262700.0
6614.469682,15967246200.0
6614.474056999999,15967229700.0
6614.478432,15967213300.0
6614.482807,15967196800.0
6614.487182000001,15967180299.999998
6614.491557,15967163900.000002
6614.495932,15967147400.0
6614.500308000001,15967130900.0
6614.504683,15967114500.0
6614.509058,15967098000.0
6614.513433,15967241300.0
6614.5178080000005,15967224800.0
6614.5221839999995,15967208400.0
6614.526559,15967191900.0
6614.530933999999,15967175400.0
6614.535309000001,15967158900.0
6614.539684,15967142500.0
6614.544059999999,15967126000.0
6614.548435000001,15967109500.0
6614.55281,15967093100.0
6614.557185,15967076600.0
6614.56156,15967060099.999998
6614.565936,15967043700.0
6614.5703109999995,15967027200.0
6614.574686,15967010700.0
6614.5790609999995,15966994300.0
6614.583437,15966977800.0
6614.587812,15966961300.0
6614.592186999999,15966944800.0
6614.596563,15966928400.0
6614.600938,15966911900.0
6614.605313,15966895400.0
6614.6096880000005,15966879000.0
6614.614063999999,15966862500.0
6614.618439,15966845999.999998
6614.622814,15966829600.000002
6614.62719,15966813100.0
6614.631565,15966796600.0
6614.635939999999,15966780100.0
6614.640316,15966763700.0
6614.6446909999995,15966747200.0
6614.649066,15966730800.0
6614.653442,15966714300.0
6614.657816999999,15966697800.0
6614.662193,15966681400.0
6614.666568000001,15966664900.0
6614.670943,15966648400.0
6614.675319,15966632000.0
6614.679694,15966615500.000002
6614.684069999999,15966599000.0
6614.688445000001,15966742300.0
6614.69282,15966725900.0
6614.697195999999,15966709400.0
6614.7015710000005,15966692900.0
6614.705947,15966676500.000002
6614.710322,15966660000.0
6614.714696999999,15966643500.0
6614.719073,15966627100.0
6614.723448,15966610600.0
6614.7278240000005,15966594100.0
6614.732199,15966577700.0
6614.736574999999,15966561200.0
6614.74095,15966385000.0
6614.745326,15966368500.000002
6614.749701,15966352000.0
6614.754077,15966335599.999998
6614.758452,15966319100.0
6614.762828000001,15966302600.0
6614.767203,15966286200.0
6614.771578999999,15966269700.0
6614.775954000001,15966253300.0
6614.78033,15966236800.0
6614.784705,15966220300.0
6614.789081,15966203900.0
6614.793455999999,15966187400.0
6614.797832,15966170900.0
6614.802208,15966154500.0
6614.806583,15966138000.0
6614.810959,15966121499.999998
6614.815334,15966105100.0
6614.819710000001,15966088600.0
6614.824085,15966072100.0
6614.828460999999,15966055700.0
6614.832837,15966039200.0
6614.837212,15966022700.0
6614.841588,15965846500.0
6614.845963,15965830000.0
6614.850339,15965813600.0
6614.854715,15965797100.000002
6614.85909,15965780600.0
6614.863466000001,15965764200.000002
6614.867842,15965747700.0
6614.872217,15965731200.0
6614.876593,15965555000.0
6614.880969,15965538500.0
6614.885344,15965522100.0
6614.88972,15965505600.0
6614.894096,15965489100.000002
6614.898471,15965312900.0
6614.902846999999,15965296500.0
6614.907223,15965280000.0
6614.911598,15965103800.0
6614.9159740000005,15965087300.0
6614.92035,15965070800.0
6614.924726,15964894600.0
6614.929101,15964878100.0
6614.933477,15964701900.0
6614.937853,15964685400.0
6614.942228,15964509200.000002
6614.946604000001,15964333000.0
6614.95098,15964316500.0
6614.955356,15964140300.0
6614.959731,15963964100.000002
6614.964107,15963787800.0
6614.968483000001,15963611600.0
6614.9728589999995,15963435399.999998
6614.977235,15963259200.0
6614.98161,15963082900.0
6614.985986000001,15962747000.0
6614.990362,15962411000.0
6614.994738,15962234800.0
6614.999114,15961898800.0
6615.003489,15961403000.0
6615.007865,15961067000.0
6615.012240999999,15960571300.0
6615.016617,15960075600.000002
6615.020993,15959579800.000002
6615.025369,15958924300.0
6615.029745000001,15958268800.0
6615.03412,15957453600.0
6615.038495999999,15956638299.999998
6615.042872,15955663300.0
6615.047248,15954528600.0
6615.051624,15953234100.0
6615.056,15951779800.000002
6615.060376,15950165800.0
6615.064751999999,15948392000.0
6615.069128,15946298699.999998
6615.073503,15943885900.000002
6615.077879,15941153600.0
6615.082254999999,15938101800.0
6615.086631,15934570700.0
6615.091007,15930560400.0
6615.095383,15925751300.0
6615.099759,15920462900.0
6615.1041350000005,15914216000.000002
6615.108510999999,15907010600.0
6615.112887,15898846700.0
6615.117263,15889404800.0
6615.121639,15878365300.0
6615.126015,15865888000.0
6615.130391000001,15851493800.0
6615.134767,15834862900.0
6615.139143,15815995599.999998
6615.143518999999,15794252700.0
6615.147895,15769634300.0
6615.152270999999,15741820900.0
6615.156647,15710493000.0
6615.161023,15675330999.999998
6615.1653989999995,15636175300.0
6615.169775,15592866100.0
6615.174151,15545403300.0
6615.178527,15493787100.0
6615.182903,15438177200.0
6615.187279000001,15378893199.999998
6615.191655,15316573899.999998
6615.196031,15251539000.0
6615.200408,15184746900.0
6615.204784,15117316000.0
6615.20916,15050044900.0
6615.213536,14984211800.0
6615.217912,14921254300.0
6615.222288,14862290700.0
6615.226664000001,14808599100.0
6615.23104,14761457300.0
6615.235416,14721823900.0
6615.239793,14690657400.0
6615.244169,14668756400.0
6615.2485449999995,14656440500.0
6615.252921,14654188900.0
6615.257297,14661841800.0
6615.261673,14679558900.0
6615.26605,14706541400.0
6615.270425999999,14742469900.0
6615.274802,14786226000.0
6615.279178,14837010900.0
6615.283554,14893706500.0
6615.2879299999995,14954874800.0
6615.292307,15019397800.0
6615.2966830000005,15085837700.0
6615.301058999999,15153235900.0
6615.305435,15220154700.0
6615.309812,15285795300.0
6615.314188,15349199400.0
6615.318564,15409727900.0
6615.32294,15466741799.999998
6615.327317,15519762000.0
6615.331693,15568788300.0
6615.336069,15613501400.0
6615.340445000001,15654061000.0
6615.344821999999,15690626800.0
6615.349198,15723198900.0
6615.353574,15752096700.0
6615.35795,15777480100.0
6615.362327000001,15799828199.999998
6615.366703,15819300900.0
6615.3710790000005,15836057900.0
6615.375456000001,15850738100.0
6615.379832,15863181900.0
6615.384208,15873868500.0
6615.388585,15882957600.0
6615.392961,15890449200.0
6615.397337,15896662900.0
6615.401714,15901758300.0
6615.40609,15905895200.0
6615.410465999999,15908914000.0
6615.414843,15910974200.000002
6615.419219,15912395500.0
6615.4235960000005,15912698600.0
6615.4279719999995,15912362700.0
6615.432348,15911068300.0
6615.436725,15908975299.999998
6615.441101,15905923800.0
6615.445478000001,15901913800.0
6615.4498539999995,15896785600.0
6615.45423,15890379500.0
6615.4586070000005,15882535800.0
6615.462982999999,15873094600.0
6615.467360000001,15862056000.0
6615.4717359999995,15848940900.0
6615.476113,15833589300.0
6615.4804890000005,15815841700.0
6615.484864999999,15795378500.0
6615.489242,15771880300.0
6615.493618,15745347000.0
6615.497995,15715459200.0
6615.5023710000005,15682217000.0
6615.506748,15645780000.0
6615.511124,15606308000.0
6615.515501,15564280200.0
6615.519877000001,15520175900.0
6615.524254,15474634100.0
6615.52863,15428772900.0
6615.533007,15383550700.0
6615.537383,15339926000.0
6615.54176,15299017000.0
6615.546137,15261622300.0
6615.550512999999,15228540600.0
6615.554889999999,15200410900.0
6615.559266,15177552600.0
6615.563643,15159646300.0
6615.568019,15146691800.0
6615.572396,15137890600.0
6615.576771999999,15132284200.0
6615.581149,15128914100.0
6615.585526,15126662200.0
6615.589902000001,15123931100.000002
6615.594278999999,15119921999.999998
6615.598655,15113517000.0
6615.603032,15103917200.000002
6615.607409,15090962900.0
6615.611785,15074814000.0
6615.616162,15055789799.999998
6615.6205390000005,15034848800.0
6615.624914999999,15013269000.0
6615.629292,14992487800.0
6615.633669,14974102800.0
